,nome/razao social,contato,localidade,site
250,MAM Eng. Civil e Reformas,(11) 96380-5246,Francisco Morato - SP,https://mam-eng-civil-e-reformas.negocio.site/
251,911 Engenharia & Projetos,(11) 98910-4945,São Paulo - SP,Não tem
252,Construção Civil Rab Comercial Emptreiteira,(11) 3681-4044,Osasco - SP,Não tem
253,"Rocha Engenharia , Projetos e Construções",(11) 3624-1686,São Paulo - SP,Não tem
254,RPB Serviços Consultoria em Construção Civil,,(11) 4778-0991,Não tem
255,Álamo Engenharia,(11) 3474-1000,São Paulo - SP,http://www.alamoengenharia.com.br/
256,Avb Empreiteira de Mão de Obra Ltda.,(11) 3915-3612,São Paulo - SP,http://avbempreiteira.negocio.site/
257,Engenharia Civil e Construção - M. Ferreira,(11) 94846-2848,Jundiaí - SP,https://www.mferreiraengenharia.com.br/
258,NPN Consultoria e Engenharia,(11) 98340-8647,São Paulo - SP,https://npn-consultoria-e-engenharia-de.negocio.site/
259,Planal Tecnologia Serviços e Engenharia LTDA,(11) 3081-0021,São Paulo - SP,http://planalservicos.com.br/
260,Estácio/FNC - Eng Civil,Fechado temporariamente,Carapicuíba - SP,Não tem
261,PROAVIP ENGENHARIA,(11) 3533-2826,São Paulo - SP,http://www.proavip.com.br/
262,Helio Françozo Júnior - Engenheiro Civil,(11) 98597-0209,Jundiaí - SP,https://www.francozoengenharia.com/home
263,RCN Engenharia,(11) 4586-3909,Jundiaí - SP,Não tem
264,Grupo MAIER - Construção Civil - Desde 1986,(11) 2208-3019,São Paulo - SP,http://grupomaier.com.br/
265,Nasan Engenharia e Construções,(11) 2576-6550,Barueri - SP,http://nasanengenharia.com.br/
266,Adriano Gindro Engenheiro Civil - Perito,,(11) 97489-5773,https://sites.google.com/view/perito-adriano-gindro/p%C3%A1gina-inicial
267,NHL TERRAPLENAGEM E CONSTRUÇÃO CIVIL,(11) 2691-6319,São Paulo - SP,http://www.nhlconstrutora.com.br/
268,Compec Galasso,(11) 3816-3988,São Paulo - SP,Não tem
269,Compasso Serviços em Construção Civil,(11) 3044-3313,São Paulo - SP,http://www.construtoracompasso.com.br/
270,FBS Construção Civil Pavimentação,(11) 4163-2761,Barueri - SP,Não tem
271,MSPRO Engenharia,(11) 2649-3604,São Paulo - SP,http://msproengenharia.com.br/contato/
272,RGK Engenharia,(11) 3031-3099,Barueri - SP,http://www.rgk.com.br/
273,"ITELNET - Soluções Turn Key (Construção Civil em Steel Frame e Alvenaria - Arquitetura - Engenharia - Infraestrutura de TI) Marcenaria, Móveis Planejados",(11) 4280-1069,São Paulo - SP,http://www.itelnet.net/
274,Extratech Engenharia,(11) 4463-6363,Santo André - SP,http://www.extratech.eng.br/
275,PSVS Engenharia Civil,(11) 95470-1276,Suzano - SP,Não tem
276,Vão Livre Projetos e Construção Civil Ltda,(11) 3395-5117,Jundiaí - SP,http://www.vaolivreconstrutora.com.br/
277,Construcap Ccps Engenharia e Comércio,(11) 3645-1975,São Paulo - SP,http://www.construcap.com.br/
278,Construcap Ccps Engenharia e Comércio,(11) 3599-8266,Osasco - SP,http://www.construcap.com.br/
279,Fernandes Melo Arquitetura e Engenharia,(11) 2506-8202,São Paulo - SP,Não tem
280,Laudo ART - ART Reformas - Laudo Técnico - Engenheiro Civil,Aberto 24 horas,(11) 99833-2041,https://www.engenheirolaudoart.com/
281,Ralife,,São Paulo - SP,http://laudodeestanqueidade.com.br/
282,Helio Françozo Júnior - Engenheiro Civil,(11) 98597-0209,Jundiaí - SP,https://www.francozoengenharia.com/home
283,RCN Engenharia,(11) 4586-3909,Jundiaí - SP,Não tem
284,Grupo MAIER - Construção Civil - Desde 1986,(11) 2208-3019,São Paulo - SP,http://grupomaier.com.br/
285,Nasan Engenharia e Construções,(11) 2576-6550,Barueri - SP,http://nasanengenharia.com.br/
286,Adriano Gindro Engenheiro Civil - Perito,,(11) 97489-5773,https://sites.google.com/view/perito-adriano-gindro/p%C3%A1gina-inicial
287,NHL TERRAPLENAGEM E CONSTRUÇÃO CIVIL,(11) 2691-6319,São Paulo - SP,http://www.nhlconstrutora.com.br/
288,Compec Galasso,(11) 3816-3988,São Paulo - SP,Não tem
289,Compasso Serviços em Construção Civil,(11) 3044-3313,São Paulo - SP,http://www.construtoracompasso.com.br/
290,FBS Construção Civil Pavimentação,(11) 4163-2761,Barueri - SP,Não tem
291,MSPRO Engenharia,(11) 2649-3604,São Paulo - SP,http://msproengenharia.com.br/contato/
292,RGK Engenharia,(11) 3031-3099,Barueri - SP,http://www.rgk.com.br/
293,"ITELNET - Soluções Turn Key (Construção Civil em Steel Frame e Alvenaria - Arquitetura - Engenharia - Infraestrutura de TI) Marcenaria, Móveis Planejados",(11) 4280-1069,São Paulo - SP,http://www.itelnet.net/
294,Extratech Engenharia,(11) 4463-6363,Santo André - SP,http://www.extratech.eng.br/
295,PSVS Engenharia Civil,(11) 95470-1276,Suzano - SP,Não tem
296,Vão Livre Projetos e Construção Civil Ltda,(11) 3395-5117,Jundiaí - SP,http://www.vaolivreconstrutora.com.br/
297,Construcap Ccps Engenharia e Comércio,(11) 3645-1975,São Paulo - SP,http://www.construcap.com.br/
298,Construcap Ccps Engenharia e Comércio,(11) 3599-8266,Osasco - SP,http://www.construcap.com.br/
299,Fernandes Melo Arquitetura e Engenharia,(11) 2506-8202,São Paulo - SP,Não tem
300,Laudo ART - ART Reformas - Laudo Técnico - Engenheiro Civil,Aberto 24 horas,(11) 99833-2041,https://www.engenheirolaudoart.com/
301,Ralife,,São Paulo - SP,http://laudodeestanqueidade.com.br/
302,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
303,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
304,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
305,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
306,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
307,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
308,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
309,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
310,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
311,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
312,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
313,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
314,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
315,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
316,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
317,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
318,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
319,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
320,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
321,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
322,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
323,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
324,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
325,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
326,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
327,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
328,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
329,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
330,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
331,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
332,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
333,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
334,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
335,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
336,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
337,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
338,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
339,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
340,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
341,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
342,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
343,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
344,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
345,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
346,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
347,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
348,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
349,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
350,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
351,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
352,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
353,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
354,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
355,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
356,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
357,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
358,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
359,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
360,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
361,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
362,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
363,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
364,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
365,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
366,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
367,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
368,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
369,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
370,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
371,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
372,"Rodirguez Soluções em Obras, Reformas e Construção Civil.",(11) 99132-1794,São Paulo - SP,https://rodriguezconstrucoes.negocio.site/?utm_source=gmb&utm_medium=referral
373,JZ Engenharia e Comércio,(11) 2089-0205,São Paulo - SP,https://www.jz.eng.br/
374,Leonardo Marreto Engenharia,(11) 97115-8600,São Roque - SP,Não tem
375,Sales engenharia civil,(11) 95066-0765,Mairiporã - SP,Não tem
376,DAVI SOLDAS,(11) 4117-0232,São Paulo - SP,https://davisoldas.negocio.site/
377,LSC ENGENHARIA CIVIL - LAUDO ART ZONA LESTE,Fechado ⋅ Abre ter. às 08:00,(11) 94726-1873,https://lsc-obras-engenharia-civil.negocio.site/?utm_source=gmb&utm_medium=referral
378,J Z Engenharia e Comércio,(11) 3501-4276,São Paulo - SP,https://www.jz.eng.br/
