,nome/razao social,contato,localidade,site
0,Construtora S. Canton Engenharia e Construções Ltda.Por que esse anúncio?,(19) 3016-6126,Indaiatuba - SP,/aclk?sa=l&ai=DChcSEwiEjpjH0PbsAhWCC5EKHZRTCHoYABABGgJjZQ&sig=AOD64_0lOYsJElfeE9WgK_sCmVaE2GRT0g&rct=j&q=&ctype=99&ved=0ahUKEwjl0I_H0PbsAhUOI7kGHWpNAdkQhKwBCD4&adurl=
1,Construformas - Reforma - Construção e Manutenção preventivaPor que esse anúncio?,(11) 5679-7504,São Paulo - SP,/aclk?sa=l&ai=DChcSEwiEjpjH0PbsAhWCC5EKHZRTCHoYABAAGgJjZQ&sig=AOD64_3afjNccEpxQxObfjoldL3FGc0zGw&rct=j&q=&ctype=99&ved=0ahUKEwjl0I_H0PbsAhUOI7kGHWpNAdkQhKwBCFU&adurl=
2,CONSTRUTORA ASC CHAVES,(11) 94716-5019,São Paulo - SP,http://ascchaves.com.br/
3,Construtora Gomes Lourenço,(11) 5527-6796,São Paulo - SP,http://www.gomeslourenco.com.br/
4,Safo Construtora,(12) 3861-2772,SP,Não tem
5,Tani Obras de Engenharia,(11) 3916-1111,São Paulo - SP,Não tem
6,Souza Lima Engenharia,(11) 3915-6413,São Paulo - SP,http://www.souzalimaengenharia.com.br/
7,Gesso Custodio,(11) 3916-1661,São Paulo - SP,Não tem
8,ULTRAFERRO,(11) 3911-6873,São Paulo - SP,http://www.ultraferro.com.br/
9,Engelux Comercial e Construtora,(11) 3686-3057,Osasco - SP,http://www.engelux.com.br/
10,Construtora Gomes Lourenço,(11) 3919-2510,São Paulo - SP,http://www.gomeslourenco.com.br/
11,Construtora Hudson,(11) 4157-3001,Santana de Parnaíba - SP,Não tem
12,Engepassos Construtora,(11) 3863-9751,São Paulo - SP,Não tem
13,Construtora Anastácio S/A,(11) 3696-2244,Osasco - SP,http://www.anastacio.com.br/
14,TM CORP Construtora,(11) 5081-4569,Cajamar - SP,http://www.tmcorp.com.br/
15,Construtora Gomes Lourenço,(11) 3686-5856,Osasco - SP,http://www.gomeslourenco.com.br/
16,Borges Gabioes Construtora,(11) 4448-1045,Cajamar - SP,Não tem
17,Castelo Construtora,,Barueri - SP,Não tem
18,Construtora Barros Barros Ltdm,(11) 3442-8911,São Paulo - SP,Não tem
19,JH1 CONSTRUTORA & INCORPORADORA ESTILOS,(11) 2777-7240,Cajamar - SP,https://construtoraestilos.business.site/?utm_source=gmb&utm_medium=referral
20,JBCA CONSTRUTORA E IMCORPORADORA EIRELLI LTDA,(11) 95687-1213,Cajamar - SP,Não tem
21,Walter Torre Junior Construtora,(11) 3601-2670,Osasco - SP,Não tem
22,Construtora S. Canton Engenharia e Construções Ltda.Por que esse anúncio?,(19) 3016-6126,Indaiatuba - SP,/aclk?sa=l&ai=DChcSEwiEjpjH0PbsAhWCC5EKHZRTCHoYABABGgJjZQ&sig=AOD64_0lOYsJElfeE9WgK_sCmVaE2GRT0g&rct=j&q=&ctype=99&ved=0ahUKEwjl0I_H0PbsAhUOI7kGHWpNAdkQhKwBCD4&adurl=
23,Construformas - Reforma - Construção e Manutenção preventivaPor que esse anúncio?,(11) 5679-7504,São Paulo - SP,/aclk?sa=l&ai=DChcSEwiEjpjH0PbsAhWCC5EKHZRTCHoYABAAGgJjZQ&sig=AOD64_3afjNccEpxQxObfjoldL3FGc0zGw&rct=j&q=&ctype=99&ved=0ahUKEwjl0I_H0PbsAhUOI7kGHWpNAdkQhKwBCFU&adurl=
24,CONSTRUTORA ASC CHAVES,(11) 94716-5019,São Paulo - SP,http://ascchaves.com.br/
25,Construtora Gomes Lourenço,(11) 5527-6796,São Paulo - SP,http://www.gomeslourenco.com.br/
26,Safo Construtora,(12) 3861-2772,SP,Não tem
27,Tani Obras de Engenharia,(11) 3916-1111,São Paulo - SP,Não tem
28,Souza Lima Engenharia,(11) 3915-6413,São Paulo - SP,http://www.souzalimaengenharia.com.br/
29,Gesso Custodio,(11) 3916-1661,São Paulo - SP,Não tem
30,ULTRAFERRO,(11) 3911-6873,São Paulo - SP,http://www.ultraferro.com.br/
31,Engelux Comercial e Construtora,(11) 3686-3057,Osasco - SP,http://www.engelux.com.br/
32,Construtora Gomes Lourenço,(11) 3919-2510,São Paulo - SP,http://www.gomeslourenco.com.br/
33,Construtora Hudson,(11) 4157-3001,Santana de Parnaíba - SP,Não tem
34,Engepassos Construtora,(11) 3863-9751,São Paulo - SP,Não tem
35,Construtora Anastácio S/A,(11) 3696-2244,Osasco - SP,http://www.anastacio.com.br/
36,TM CORP Construtora,(11) 5081-4569,Cajamar - SP,http://www.tmcorp.com.br/
37,Construtora Gomes Lourenço,(11) 3686-5856,Osasco - SP,http://www.gomeslourenco.com.br/
38,Borges Gabioes Construtora,(11) 4448-1045,Cajamar - SP,Não tem
39,Castelo Construtora,,Barueri - SP,Não tem
40,Construtora Barros Barros Ltdm,(11) 3442-8911,São Paulo - SP,Não tem
41,JH1 CONSTRUTORA & INCORPORADORA ESTILOS,(11) 2777-7240,Cajamar - SP,https://construtoraestilos.business.site/?utm_source=gmb&utm_medium=referral
42,JBCA CONSTRUTORA E IMCORPORADORA EIRELLI LTDA,(11) 95687-1213,Cajamar - SP,Não tem
43,Walter Torre Junior Construtora,(11) 3601-2670,Osasco - SP,Não tem
44,Opcional Engenharia,(11) 4134-2333,Barueri - SP,http://opcional.com.br/
45,Construtora Coveg,(11) 3909-8921,São Paulo - SP,Não tem
46,RF Construtora e Incorporadora,(11) 4208-2065,Barueri - SP,Não tem
47,RN Construtora e Empreendimentos,(11) 4619-1788,Barueri - SP,http://www.construtorarn.com.br/
48,CDG Construtora,(11) 2852-2295,São Paulo - SP,https://cdgconstrutora.com.br/
49,Construtora Caruso,(11) 4153-3208,Santana de Parnaíba - SP,Não tem
50,Construtora Renesto Empreendimentos,(11) 4193-1214,Barueri - SP,Não tem
51,Mirandela Construtora Incorporadora,,Barueri - SP,Não tem
52,Theo Patriani Construtora,(11) 4858-1215,Barueri - SP,http://theopatriani.com.br/
53,Scopus Construtora e Incorporadora,(11) 4195-1960,Barueri - SP,http://www.scopusconstrutora.com.br/
54,Cna Spitalecti Construtora Incorporadora,(11) 4153-2644,Santana de Parnaíba - SP,Não tem
55,Iseppe – Construtora,(11) 4193-2688,Barueri - SP,http://iseppe.com.br/
56,Frechal Construtora,(11) 4191-3911,Barueri - SP,Não tem
57,Construtora Noroeste,(11) 3599-1793,Osasco - SP,http://uniforteservicos.com.br/
58,ADISA Construtora e Incorporadora - Serviços de Engenharia e Construções,(11) 99303-8333,São Paulo - SP,https://www.facebook.com/adisaconstrutora
59,Construtora Hudson,(11) 4153-6356,Santana de Parnaíba - SP,Não tem
60,OPM Comercial e Construtora,(11) 4195-0383,São Paulo,Não tem
61,Sky Construtora,,São Paulo - SP,Não tem
62,Diase Construtora,(11) 4195-4898,Barueri - SP,http://tilt-up.com.br/
63,Conservar Construtora,(11) 3992-8131,São Paulo - SP,http://www.conservarconstrutora.com.br/clientes-conservar-construtora.php
64,Opcional Engenharia,(11) 4134-2333,Barueri - SP,http://opcional.com.br/
65,Construtora Coveg,(11) 3909-8921,São Paulo - SP,Não tem
66,RF Construtora e Incorporadora,(11) 4208-2065,Barueri - SP,Não tem
67,RN Construtora e Empreendimentos,(11) 4619-1788,Barueri - SP,http://www.construtorarn.com.br/
68,CDG Construtora,(11) 2852-2295,São Paulo - SP,https://cdgconstrutora.com.br/
69,Construtora Caruso,(11) 4153-3208,Santana de Parnaíba - SP,Não tem
70,Construtora Renesto Empreendimentos,(11) 4193-1214,Barueri - SP,Não tem
71,Mirandela Construtora Incorporadora,,Barueri - SP,Não tem
72,Theo Patriani Construtora,(11) 4858-1215,Barueri - SP,http://theopatriani.com.br/
73,Scopus Construtora e Incorporadora,(11) 4195-1960,Barueri - SP,http://www.scopusconstrutora.com.br/
74,Cna Spitalecti Construtora Incorporadora,(11) 4153-2644,Santana de Parnaíba - SP,Não tem
75,Iseppe – Construtora,(11) 4193-2688,Barueri - SP,http://iseppe.com.br/
76,Frechal Construtora,(11) 4191-3911,Barueri - SP,Não tem
77,Construtora Noroeste,(11) 3599-1793,Osasco - SP,http://uniforteservicos.com.br/
78,ADISA Construtora e Incorporadora - Serviços de Engenharia e Construções,(11) 99303-8333,São Paulo - SP,https://www.facebook.com/adisaconstrutora
79,Construtora Hudson,(11) 4153-6356,Santana de Parnaíba - SP,Não tem
80,OPM Comercial e Construtora,(11) 4195-0383,São Paulo,Não tem
81,Sky Construtora,,São Paulo - SP,Não tem
82,Diase Construtora,(11) 4195-4898,Barueri - SP,http://tilt-up.com.br/
83,Conservar Construtora,(11) 3992-8131,São Paulo - SP,http://www.conservarconstrutora.com.br/clientes-conservar-construtora.php
84,Weag Construtora,(11) 4605-7500,Caieiras - SP,http://www.weagconstrutora.com.br/
85,Construtora Gomes Lourenço,(11) 3924-8365,São Paulo - SP,http://www.gomeslourenco.com.br/
86,Construtora Bacaba Ltda,,Barueri - SP,http://www.construtorabacaba.com.br/
87,Construtora Premma,(11) 94177-0236,Santana de Parnaíba - SP,Não tem
88,Construtora Cronacon,(11) 3611-1964,São Paulo - SP,http://cronacon.com.br/
89,Construtora Fonseca Amparo,(11) 3928-1730,São Paulo - SP,Não tem
90,Construtora Guercio Martini,(11) 4208-4111,Barueri - SP,https://www.guerciomartini.com.br/
91,Construtora Tenda,,(11) 4560-1086,https://www.tenda.com/
92,Construtora Habitec,(11) 4153-1445,Santana de Parnaíba - SP,Não tem
93,Ipe Construtora e Imóveis,(11) 3992-8916,São Paulo - SP,Não tem
94,EJT Construtora,(11) 2424-6116,Barueri - SP,http://ejtl.com.br/
95,Tbpo Construtora,(11) 3997-7700,São Paulo - SP,Não tem
96,Sammar Construtora Ltda.,(11) 4153-6007,Santana de Parnaíba - SP,http://www.sammarconstrutora.com.br/
97,Construtora Coveg,(11) 4133-3233,Barueri - SP,Não tem
98,Construtora Scattone,(11) 4195-1632,Barueri - SP,http://scattone.com.br/
99,Construtora Jota Oliveira,(11) 4208-4410,Barueri - SP,Não tem
100,RTD Construtora,(11) 3495-2299,Osasco - SP,http://www.rtdconstrutora.com.br/
101,Construtora Norberto Odebrecht,(11) 4199-5701,Barueri - SP,Não tem
102,Construtora Castilho,(11) 4062-5915,São Paulo - SP,Não tem
103,Construtora Gomes Lourenço,(11) 3922-7016,São Paulo - SP,http://www.gomeslourenco.com.br/
104,Construtora Cronacon,(11) 3683-5517,Osasco - SP,http://cronacon.com.br/
105,Uma Construtora e Incorporadora,(11) 3447-7022,Osasco - SP,Não tem
106,Domus Comercial Construtora Empreendimentos Agro-Pecuários,(11) 4191-2786,Barueri - SP,Não tem
107,Basfer Construtora,(11) 5622-3633,Barueri - SP,Não tem
108,construlux construtora e serviços terceirizados ltda epp,(11) 3685-1950,Osasco - SP,Não tem
109,Geccom Construtora,(11) 3448-8881,Osasco - SP,Não tem
110,C N I Construtora e Incorporadora,(11) 4195-4663,Barueri - SP,Não tem
111,Conservar Construtora,,São Paulo - SP,http://www.conservarconstrutora.com.br/empresa-conservar-construtora.php
112,Atria Empreedimentos e Incorporação Ltda,(11) 3416-6388,Barueri - SP,http://atriaconstrutora.com.br/
113,Construtora Joia Brasil,(11) 4448-4470,Cajamar - SP,http://www.joiabrasil.com.br/contato.html
114,Temax Comercial e Construtora,(11) 4191-8122,Barueri - SP,Não tem
115,Temax Comercial E Construtora Ltda,,Barueri - SP,Não tem
116,Tubarão Construtora,(11) 4184-1904,Carapicuíba - SP,http://tubaraoconstrutora.com.br/
117,Master News Construtora,(11) 4624-4973,Osasco - SP,Não tem
118,Cat Construtora Alphaville Tambore,(11) 4191-3805,Barueri - SP,Não tem
119,Rma Construtora,(11) 4208-3705,Barueri - SP,Não tem
120,Tibério Construções e Incorporações,(11) 3021-2142,São Paulo - SP,http://www.tiberio.com.br/
121,CNA Spitaletti Construtora e Incorporadora,(11) 4153-8863,Barueri - SP,http://www.cnaspitaletti.com.br/
122,Construtora Irg,(11) 4198-9335,Barueri - SP,Não tem
123,Tecnofort Construtora e Incorporadora,(11) 3684-1068,Osasco - SP,Não tem
124,Construtora Cronacon,(11) 3683-5517,Osasco - SP,http://cronacon.com.br/
125,Uma Construtora e Incorporadora,(11) 3447-7022,Osasco - SP,Não tem
126,Domus Comercial Construtora Empreendimentos Agro-Pecuários,(11) 4191-2786,Barueri - SP,Não tem
127,Basfer Construtora,(11) 5622-3633,Barueri - SP,Não tem
128,construlux construtora e serviços terceirizados ltda epp,(11) 3685-1950,Osasco - SP,Não tem
129,Geccom Construtora,(11) 3448-8881,Osasco - SP,Não tem
130,C N I Construtora e Incorporadora,(11) 4195-4663,Barueri - SP,Não tem
131,Conservar Construtora,,São Paulo - SP,http://www.conservarconstrutora.com.br/empresa-conservar-construtora.php
132,Atria Empreedimentos e Incorporação Ltda,(11) 3416-6388,Barueri - SP,http://atriaconstrutora.com.br/
133,Construtora Joia Brasil,(11) 4448-4470,Cajamar - SP,http://www.joiabrasil.com.br/contato.html
134,Temax Comercial e Construtora,(11) 4191-8122,Barueri - SP,Não tem
135,Temax Comercial E Construtora Ltda,,Barueri - SP,Não tem
136,Tubarão Construtora,(11) 4184-1904,Carapicuíba - SP,http://tubaraoconstrutora.com.br/
137,Master News Construtora,(11) 4624-4973,Osasco - SP,Não tem
138,Cat Construtora Alphaville Tambore,(11) 4191-3805,Barueri - SP,Não tem
139,Rma Construtora,(11) 4208-3705,Barueri - SP,Não tem
140,Tibério Construções e Incorporações,(11) 3021-2142,São Paulo - SP,http://www.tiberio.com.br/
141,CNA Spitaletti Construtora e Incorporadora,(11) 4153-8863,Barueri - SP,http://www.cnaspitaletti.com.br/
142,Construtora Irg,(11) 4198-9335,Barueri - SP,Não tem
143,Tecnofort Construtora e Incorporadora,(11) 3684-1068,Osasco - SP,Não tem
144,MS9 Construtora,(11) 3392-5491,São Paulo - SP,Não tem
145,Constractor Construtora,,São Paulo - SP,Não tem
146,Construtora Interpaz,,São Paulo - SP,Não tem
147,Construtora Proarcon,(11) 3682-4446,Osasco - SP,Não tem
148,Zeta Plus Construtora,(11) 3837-0384,São Paulo - SP,http://www.zetaplus.com.br/
149,MRV Construções,(11) 3432-5987,Carapicuíba - SP,https://www.mrv.com.br/
150,C&C Construtora,(11) 3682-9697,Osasco - SP,Não tem
151,Construtora Ribeiro Caram,(11) 4191-0523,Barueri - SP,http://ribeirocaram.com.br/
152,Construtora Nícola Vivilechio,(11) 4191-3696,Barueri - SP,Não tem
153,Construtora Bema,,(11) 3482-4951,Não tem
154,Constrular Construtora e Empreiteira De,(11) 3851-8678,São Paulo - SP,Não tem
155,Joy Construtora,,Osasco - SP,Não tem
156,CWR Construtora,(11) 4384-4740,Osasco - SP,Não tem
157,Construtora Xavier,(11) 3978-1852,São Paulo - SP,Não tem
158,Maxi Construtora,(11) 4167-5172,Carapicuíba - SP,Não tem
159,Vert Incorporadora e Construtora,(11) 3897-3333,São Paulo - SP,http://www.engelux.com.br/
160,Imobel S/A Urbanizadora e Construtora,(11) 3851-3437,São Paulo - SP,Não tem
161,Versailles Construtora,(11) 4301-3200,São Paulo - SP,Não tem
162,Bons Ares Construtora,,Osasco - SP,Não tem
163,Gomes Baptista Construtora,,São Paulo - SP,http://gbconstrutora.com.br/
164,Construtora Gustavo Halbreich,(11) 4195-5569,Barueri - SP,http://www.halbreich.com.br/
165,Saldanha Construtora Empreendimentos Imobiliários,(11) 3682-8356,Osasco - SP,http://www.saldanhaconstrutora.com.br/
166,Kingstone Construtora,(11) 3682-1300,Osasco - SP,Não tem
